x	y	label	simulation
0.6939330806573643	0.6252934365437386	true_niche	planted_true_niche
0.6414582208782306	0.0533970161521955	outer_tissue	planted_true_niche
0.12864422431763622	0.5675685310464178	outer_tissue	planted_true_niche
0.11370805013132934	0.011445752980760782	outer_tissue	planted_true_niche
0.6533455213345873	0.7315551598476481	matched_background	planted_true_niche
0.8534571059651607	0.2484617014172752	outer_tissue	planted_true_niche
0.2017791344404063	0.46264183742142384	matched_background	planted_true_niche
0.218018637085736	0.7413940948737526	matched_background	planted_true_niche
0.7165846359235828	0.13964604072042308	outer_tissue	planted_true_niche
0.4706996706692751	0.4117014968489686	true_niche	planted_true_niche
0.41522193064071145	0.2020326986606822	matched_background	planted_true_niche
0.3491478047176195	0.6651601842989109	matched_background	planted_true_niche
0.06385375314369202	0.9324547684593788	outer_tissue	planted_true_niche
0.4546661659115582	0.23236776162203843	matched_background	planted_true_niche
0.3014532795996775	0.7303984632515084	matched_background	planted_true_niche
0.38907675329060176	0.21773136121296421	matched_background	planted_true_niche
0.5402978193333678	0.9051256055571043	outer_tissue	planted_true_niche
0.6835896920722179	0.9704060543229837	outer_tissue	planted_true_niche
0.6247523771782293	0.22087000879459273	matched_background	planted_true_niche
0.7427044538885719	0.1221042442089667	outer_tissue	planted_true_niche
0.018217355778746724	0.7604546830993806	outer_tissue	planted_true_niche
0.6542571497321239	0.907525340854167	outer_tissue	planted_true_niche
0.5420625487554652	0.9979413236551531	outer_tissue	planted_true_niche
0.8513410130861883	0.6667094781008	outer_tissue	planted_true_niche
0.9390292458960185	0.4070379584586974	outer_tissue	planted_true_niche
0.012823118470840722	0.08058835183946989	outer_tissue	planted_true_niche
0.8283282979898389	0.582830674973652	matched_background	planted_true_niche
0.25332389068272043	0.5086585605206241	matched_background	planted_true_niche
0.6247079896679355	0.7742383437882528	matched_background	planted_true_niche
0.7644183601849235	0.887644416877567	outer_tissue	planted_true_niche
0.8469962240204456	0.8390557225810802	matched_background	planted_true_niche
0.9406029168940363	0.6864816454173114	outer_tissue	planted_true_niche
0.634705447368496	0.8375424333059369	matched_background	planted_true_niche
0.8592085379860807	0.862162575515787	outer_tissue	planted_true_niche
0.49769873587525637	0.15103314250291855	matched_background	planted_true_niche
0.23336084959211112	0.22275393486542272	matched_background	planted_true_niche
0.1600578496163132	0.9986517844651259	outer_tissue	planted_true_niche
0.4978774449688407	0.5426933178186372	true_niche	planted_true_niche
0.7453534018221998	0.3319403917445989	matched_background	planted_true_niche
0.4493432829540601	0.26556847018888197	matched_background	planted_true_niche
0.6812775750665311	0.2032150133759827	matched_background	planted_true_niche
0.12531545321977666	0.19658605908083515	outer_tissue	planted_true_niche
0.9717112640725563	0.9923281428010977	outer_tissue	planted_true_niche
0.47389858448255395	0.007059383861949486	outer_tissue	planted_true_niche
0.8268362548714876	0.36203561842312393	matched_background	planted_true_niche
0.7289256865737243	0.7695878721612115	matched_background	planted_true_niche
0.7806833314320117	0.01879278454944855	outer_tissue	planted_true_niche
0.38326278377726974	0.038694023557812374	outer_tissue	planted_true_niche
0.11059946053805414	0.07688782272057515	outer_tissue	planted_true_niche
0.4553147889828173	0.10124468792403252	outer_tissue	planted_true_niche
0.3312946210135028	0.13674368273894	outer_tissue	planted_true_niche
0.39863539029967954	0.3987787939576205	true_niche	planted_true_niche
0.9924454454304759	0.6626021018361319	outer_tissue	planted_true_niche
0.30902731401742556	0.5024937101280299	true_niche	planted_true_niche
0.782510766814982	0.9610665749501441	outer_tissue	planted_true_niche
0.16636130137177585	0.6918461769473706	matched_background	planted_true_niche
0.5936898600489557	0.44350769421779745	true_niche	planted_true_niche
0.34670912557020195	0.17040408138154284	matched_background	planted_true_niche
0.24237987144989404	0.905998688552856	outer_tissue	planted_true_niche
0.39262678032609566	0.5633672137258486	true_niche	planted_true_niche
0.9343281542812581	0.7959538185332875	outer_tissue	planted_true_niche
0.5783593242921524	0.5832670251349866	true_niche	planted_true_niche
0.5181753241019371	0.9931040750465121	outer_tissue	planted_true_niche
0.8035958741112988	0.28408182514686975	matched_background	planted_true_niche
0.5037052549647131	0.4420876694891178	true_niche	planted_true_niche
0.11262341550561705	0.6120439940030477	outer_tissue	planted_true_niche
0.131139673849068	0.33613725874405587	outer_tissue	planted_true_niche
0.7184444219964322	0.9581831795757806	outer_tissue	planted_true_niche
0.46678927234883216	0.9223435867925729	outer_tissue	planted_true_niche
0.20883141663215476	0.25733775050617735	matched_background	planted_true_niche
0.9668872224868	0.9483270334848092	outer_tissue	planted_true_niche
0.27035463796528236	0.8155621946172205	matched_background	planted_true_niche
0.7827737391931079	0.4024387835818656	matched_background	planted_true_niche
0.3168458047490731	0.4862231283509165	true_niche	planted_true_niche
0.7461601387605274	0.7069203312958935	matched_background	planted_true_niche
0.52742402731299	0.25371203798997055	matched_background	planted_true_niche
0.03648889760803109	0.29216169247418144	outer_tissue	planted_true_niche
0.7128347186603586	0.194921783490128	matched_background	planted_true_niche
0.2920282855072006	0.311749744382268	matched_background	planted_true_niche
0.43444701723024837	0.8917307855872934	outer_tissue	planted_true_niche
0.7137628432802483	0.32175420556168643	matched_background	planted_true_niche
0.9952907818192178	0.8150571643297156	outer_tissue	planted_true_niche
0.44700008466072483	0.2722995384677577	matched_background	planted_true_niche
0.6723210965318437	0.49310178101513025	true_niche	planted_true_niche
0.48563823014159624	0.5540599875466145	true_niche	planted_true_niche
0.6662285685966078	0.421102954706173	true_niche	planted_true_niche
0.15895583755511145	0.6981064898755074	matched_background	planted_true_niche
0.993967138698623	0.9136030266893469	outer_tissue	planted_true_niche
0.1439067440970886	0.23523567084211738	outer_tissue	planted_true_niche
0.6675289091852314	0.2447079173953418	matched_background	planted_true_niche
0.06591029572702911	0.5133447659304045	outer_tissue	planted_true_niche
0.08735837036030658	0.5712905136922698	outer_tissue	planted_true_niche
0.8736969689274972	0.1577855176059022	outer_tissue	planted_true_niche
0.7496483778857111	0.49664877020948817	matched_background	planted_true_niche
0.09636261013096559	0.24305345570282	outer_tissue	planted_true_niche
0.28111448885553925	0.13508441040118857	outer_tissue	planted_true_niche
0.07016998236605321	0.7586363383399137	outer_tissue	planted_true_niche
0.9355401874422863	0.7497756158404921	outer_tissue	planted_true_niche
0.846605037907451	0.5630313044975593	matched_background	planted_true_niche
0.7767707636398414	0.2658775780216124	matched_background	planted_true_niche
0.698437632038509	0.3120049335237992	matched_background	planted_true_niche
0.6724211394500348	0.19211491858267182	matched_background	planted_true_niche
0.03281432575977683	0.4833846114308865	outer_tissue	planted_true_niche
0.05657997000767778	0.49537837467096635	outer_tissue	planted_true_niche
0.30090206508322415	0.6071860247571016	matched_background	planted_true_niche
0.576979746667162	0.6483161200902964	true_niche	planted_true_niche
0.829194124866474	0.46162976632878916	matched_background	planted_true_niche
0.44270504403322375	0.9995581635810692	outer_tissue	planted_true_niche
0.2491862463636052	0.7594924206494583	matched_background	planted_true_niche
0.6344231827410851	0.6347430323211504	true_niche	planted_true_niche
0.9518777921177327	0.5245709646645595	outer_tissue	planted_true_niche
0.48545871320526734	0.7875704944550617	matched_background	planted_true_niche
0.5621192642288917	0.17056432547556444	matched_background	planted_true_niche
0.28989845632341227	0.9779645963081938	outer_tissue	planted_true_niche
0.7534732756753174	0.5835716356809788	matched_background	planted_true_niche
0.1462777396260032	0.18084215850381158	outer_tissue	planted_true_niche
0.669562827570874	0.9517341346861554	outer_tissue	planted_true_niche
0.21856526699175682	0.12762802586197386	outer_tissue	planted_true_niche
0.6754140722589225	0.8771642453631006	outer_tissue	planted_true_niche
0.5019957408801301	0.27979417222920766	matched_background	planted_true_niche
0.8249134596529751	0.990305460825244	outer_tissue	planted_true_niche
0.5664322970688521	0.7511282511496851	matched_background	planted_true_niche
