x	y	label	simulation	region
0.8450747927979015	0.8181762117975732	matched_background	planted_true_niche	right_region
0.16097309116910696	0.04027035389848821	outer_tissue	planted_true_niche	left_region
0.5577445473656921	0.9574124378076317	outer_tissue	planted_true_niche	right_region
0.36807994166427127	0.7004788501951753	matched_background	planted_true_niche	left_region
0.21494196356176842	0.8109250493218715	matched_background	planted_true_niche	left_region
0.3858240375891985	0.7183347058480399	matched_background	planted_true_niche	left_region
0.42816449909360843	0.5578727415610361	true_niche	planted_true_niche	left_region
0.6113431084989805	0.033752902418371256	outer_tissue	planted_true_niche	right_region
0.7363858705132865	0.30043893136062527	matched_background	planted_true_niche	right_region
0.015289656596711554	0.29064040918739775	outer_tissue	planted_true_niche	left_region
0.25404091379263927	0.11465827437828091	outer_tissue	planted_true_niche	left_region
0.6041458545639301	0.0562128447475837	outer_tissue	planted_true_niche	right_region
0.08373669468714318	0.3748414986284021	outer_tissue	planted_true_niche	left_region
0.9977636809229765	0.06725353033687353	outer_tissue	planted_true_niche	right_region
0.8323461245007039	0.33116501383234354	matched_background	planted_true_niche	right_region
0.03677735766732482	0.17141621877542923	outer_tissue	planted_true_niche	left_region
0.5675398131484446	0.22672590647445767	matched_background	planted_true_niche	right_region
0.6093401370451035	0.8024721907851083	matched_background	planted_true_niche	right_region
0.006926579514268227	0.5032051691187814	outer_tissue	planted_true_niche	left_region
0.17908387391323455	0.6632957234945903	matched_background	planted_true_niche	left_region
0.1649222135263957	0.16126752950039214	matched_background	planted_true_niche	left_region
0.4619579095338642	0.19831639715664662	matched_background	planted_true_niche	left_region
0.5670036162272926	0.6188004421943522	true_niche	planted_true_niche	right_region
0.4519092238371517	0.7405753460379275	matched_background	planted_true_niche	left_region
0.9197756801082628	0.8115445037041894	outer_tissue	planted_true_niche	right_region
0.8149242068691576	0.6419373825069604	matched_background	planted_true_niche	right_region
0.4011660544999416	0.6182381493838225	true_niche	planted_true_niche	left_region
0.20316155646183076	0.005638376643550491	outer_tissue	planted_true_niche	left_region
0.3583255385153601	0.6252568309141403	true_niche	planted_true_niche	left_region
0.8620350362373671	0.656923547386592	outer_tissue	planted_true_niche	right_region
0.3488155545829247	0.4281870028219692	true_niche	planted_true_niche	left_region
0.9910656220413977	0.08863516892003354	outer_tissue	planted_true_niche	right_region
0.5657688395075618	0.8057133143409505	matched_background	planted_true_niche	right_region
0.23684585322832985	0.024267585095487654	outer_tissue	planted_true_niche	left_region
0.6586973050511808	0.9766045286771201	outer_tissue	planted_true_niche	right_region
0.6602265108956333	0.8736380317661332	outer_tissue	planted_true_niche	right_region
0.5146075732137881	0.5226403526444496	true_niche	planted_true_niche	right_region
0.27909297165915103	0.8912793451503127	outer_tissue	planted_true_niche	left_region
0.6299181968345015	0.10411240348270212	outer_tissue	planted_true_niche	right_region
0.4791908236731046	0.4707254928531206	true_niche	planted_true_niche	left_region
0.6532888148767352	0.8792691719315088	outer_tissue	planted_true_niche	right_region
0.542240277088826	0.3033397880053511	true_niche	planted_true_niche	right_region
0.1212111448228328	0.6445030646817808	outer_tissue	planted_true_niche	left_region
0.9087380258134665	0.5106417421889452	outer_tissue	planted_true_niche	right_region
0.017213260387557106	0.7297583098618534	outer_tissue	planted_true_niche	left_region
0.3107606288937099	0.3865590196874472	matched_background	planted_true_niche	left_region
0.1713635614270761	0.6848384463862763	matched_background	planted_true_niche	left_region
0.343049972540729	0.2545589445521268	matched_background	planted_true_niche	left_region
0.6175147346249099	0.699977333230189	matched_background	planted_true_niche	right_region
0.5508373261068352	0.8075033238885498	matched_background	planted_true_niche	right_region
0.7160952791161002	0.43942228975390496	true_niche	planted_true_niche	right_region
0.4894537339227958	0.11967643675284068	outer_tissue	planted_true_niche	left_region
0.8414979981084841	0.49677544780933036	matched_background	planted_true_niche	right_region
0.34795070462873834	0.5508139219383273	true_niche	planted_true_niche	left_region
