audit_score_pure_null	audit_score_planted_sample
0.3408134642356241	3.4756796946259425
0.1160330578512396	3.480727062525521
0.1478060046189376	3.2320039978806685
0.3129068777021854	3.25913080365916
0.1182511182511182	3.480727062525521
0.1076555023923445	3.480727062525521
0.2739938080495356	3.4395670230907527
0.0919630325015039	3.1778731889305827
0.0924295450359182	3.2608260530185134
0.3433476394849785	3.25913080365916
0.0874187663892372	3.4756796946259425
0.152317880794702	3.2573527232293937
0.3653566229985444	3.2320039978806685
0.1114649681528662	3.2320039978806685
0.1728971962616822	3.4756796946259425
0.3041960200310187	3.1778731889305827
0.1028740263228579	3.2428369715535217
0.1120276632087655	3.506397528877973
0.3104956268221574	3.4395670230907527
0.1067487984837203	3.4432383945519582
0.1291866028708134	3.5268126885170847
0.280359820089955	3.2608260530185134
0.1228613721642741	3.2428369715535217
0.1328671328671328	3.5278023172084
